product_id,category,brand,title,description,price
95499,"Books|Mystery, Thriller &amp; Suspense|Thrillers &amp; Suspense",Visit Amazon's Lisa Gardner Page,Touch &amp; Go (A Tessa Leoni Novel),"<b>Praise for <i>Touch &amp; Go </i></b><br /><br /> The suspense crackles.<i>People</i><br /><br /> Lisa Gardner, the master of the psychological thriller, has delivered another tour de force with <i>Touch &amp; Go</i>...The constant surprises will shock even the most jaded thriller reader.Associated Press <br /><br /> No-holds-barred...suspense builds as the action races to a spectacular conclusion.<i>Publishers Weekly</i><br /><br /> [A] thrill ride.<i>Kirkus Reviews<br /></i><br /><b>More praise for #1 <i>New York Times</i> bestselling author Lisa Gardner</b><br /><br /> No one owns this corner of the genre the way Lisa Gardner does.#1<i>New York Times</i>bestselling author Lee Child<br /> <br /> Nerve-shattering suspense.#1<i>New York Times</i>bestselling author ofTami Hoag<br /> <br /> For years Lisa Gardner has been one of the best in the thriller business, but<i>Find Her</i>is something new: taut psychological suspense, an intricate mystery, emotionally devastating, ultimately empoweringa novel that should not be missed.#1 <i>New York Times</i> bestselling Harlan Coben<br /> <br /> Lisa Gardners work has the chills and thrills to excite, and the heart to draw you in.#1 <i>New York Times</i> bestselling author Sandra Brown<br /><br /> Lisa Gardner is one of my favorite authors. Her fast-paced and exciting novels twist when you expect a turn and turn when you expect a twist. I cannot recommend her more.<i>New York Times</i> bestselling author Karin Slaughter<br /><br /> Lisa Gardner is the master of the psychological thriller.Associated Press<br /> <br /> No one writes this kind of modern horror tale better than Gardner, no one.<i>The Providence Journal</i><br /> <br /> Frighteningly real.<i>People</i><br /><br /> A psychological thriller both chilling and emotional. Her narrative thrums with heart-pounding scenes and unexpected twists that have you furiously flipping pages.<i>USA Today</i>Happy Ever After<br /><br /> The line between mysteries and thrillers and so-called literary fiction has always been a thin one, but contemporary writers like Lisa Gardner make that sort of arbitrary distinction seem especially foolish.<i>Connecticut Post</i><br /> <i><br /> </i>When it comes to author Lisa Gardner, the tales she writes are always extreme gems in the literary world, and this is no exception.<i>Suspense Magazine</i><br /> <i></i><br /> From the captivating first sentence to the shocking conclusion, this is addictive reading entertainment at its finest.<i></i>Brit &amp; Co",7.99
95500,Books|Literature & Fiction|Women's Fiction,Visit Amazon's Tara Sue Me Page,The Dominant (The Submissive Series),"<b>Praise for the Submissive Series</b><br><br>&ldquo;I was blown away.&rdquo;&mdash;The Good, the Bad, and the Unread<br><br>&ldquo;Very spicy&hellip;Well written and certainly entertaining.&rdquo;&mdash;Dear Author<br><br>&ldquo;Very passionate&hellip;Intense and very, VERY H-O-T. Definitely worth reading!&rdquo;&mdash;Harlequin Junkie<br>&#160;<br>&ldquo;For those&#160;<i>Fifty Shades&#160;</i>fans pining for a little more spice on their e-reader.&rdquo;&mdash;<i>Los Angeles Times</i><br>&#160;<br>&ldquo;This book is going to make you say &lsquo;Fifty What of What?&rsquo;...[Me] is so talented and captivating.&rdquo;&mdash;<i>Southern Fiction Review</i>",12.19
95532,"Books|Mystery, Thriller &amp; Suspense|Thrillers &amp; Suspense",Visit Amazon's Steven James Page,Checkmate (The Bowers Files),"""With great twists, excellent suspense, deep themes, fabulous writing, and a great attention to detail, <i>Checkmate</i> is the perfect conclusion to this chapter of the Patrick Bowers series.""<span><br /> <br /></span>--<i>The Christian Manifesto</i>",9.99
95543,Books|Literature &amp; Fiction|Women's Fiction,Visit Amazon's Julie Garwood Page,Hotshot,"<b>Praise for #1 <i>New York Times</i> bestselling author Julie Garwood</b><br /><br />Whoever thinks romantic suspense is dead should read a Julie Garwood book.<i>USA Today</i><br /><br />A trusted brand name in romantic suspense.<i>People</i><br /><br />Julie Garwood creates masterpieces every time she writes a book.<i>The Kansas City Star</i><br /><br />Undoubtedly Garwood is a pro.<i>Kirkus Reviews</i><br /><br />If a book has Julie Garwoods name on it, its guaranteed to be a meticulously written...and thoroughly engaging story.<i>Sun Journal</i> (ME)",4.99
95565,"Books|Mystery, Thriller &amp; Suspense|Mystery",Visit Amazon's Elizabeth George Page,A Banquet of Consequences: A Lynley Novel,"<b>Praise for <i>A Banquet of Consequences</i></b><br /><br />Georges mystery unfolds with great psychological depth, finely drawn characters and gorgeous portraits of the English countryside. . . . [George] is an essential writer of popular fiction today.<br /><b><i>The Washington Post</i></b><br /><br />Irresistable.<br /> <b><i>The Seattle Times</i></b><br /><br /> Undoubtedly one of Ms. Georges best mysteries, original in concept and fascinating in the breadth of its characters.<br /> <b><i>The Washington Times</i></b><br /><br /> As absorbing as her first book in this acclaimed series. . . . [George is] one of the reigning queens of the genre.<br /> <b><i>Milwaukee Journal Sentinel</i></b><br /><i><br /></i><b>Praise for Elizabeth George</b><br /><br />""Elizabeth George is a superstar of the crime-fiction world, British Inspector Division. Deservedly so: Her tales always provide nuanced character studies and insights into social issues along with their intricate mysteries.""<br /> <b><i>The Seattle Times </i></b><br /><br />""Its tough to resist the pull of [Georges] storytelling once hooked.""<br /> <b></b><i><b>USA Today</b><br /><br /></i>""Ms. George can do it all, with style to spare.""<br /><b><i>The Wall Street Journal</i></b><br /><br />""George's . . . ability to continually enhance the portraits of Lynley, Havers, and other recurring characters while generating fully fleshed new ones for each novel is nothing less than superlative, and her atmospheric prose, complete with lovely and detailed descriptions of her setting, combines to add literary gravitas to her work . . . A worthy addition to her portfolio and one that simultaneously disturbs and satisfies.""<br /><b><i>Richmond Times-Dispatch</i></b><br /><br />""[Lynley is] one of the great character portraits in contemporary crime fiction.""<br /><b><i>TheBoston Globe</i></b>",10.87
95573,Books|Literature &amp; Fiction|Genre Fiction,Visit Amazon's Tara Sue Me Page,The Submissive (The Submissive Series),"<b>Praise for <i>The Submissive</i></b><br /><br />The sex scenes are smoldering hot...a must read if you loved <i>50 Shades of Grey</i>.The Romance Review<br /><br /> For those Fifty Shades fans pining for a little more spice...the<i>Guardian</i> recommendsTara Sue Mes Submissive Trilogy,starring handsome CEO Nathaniel West, a man on the prowl for a new submissive, and the librarian Abby, who is yearning for something more.<i>Los Angeles Times</i><br /><br /> Well written and certainly entertaining.Dear Author<br /><br /> This book is going to make you say Fifty What of What?...[Me] is so talented and captivating.<i>Southern Fiction Review<br /><br /></i><b>More Praise for the Submissive Series</b><i><br /><br /></i>An erotic, deeply loving BDSM romance...Fans of erotic romance will delight in its mix of heat and heart.<i>Publishers Weekly</i><br /><br />Tara Sue Me has created a perfect gem...The mutual need of Dominant for submissive has never been more seductive.Cecilia Tan, award-winning author of <i>Slow Surrender<br /><br /></i>A love story that will leave you wanting for more.Guilty Pleasures Book Reviews<br /><br />Intense and very, VERY H-O-T.Harlequin Junkie",10.99
95575,Books|Literature &amp; Fiction|Women's Fiction,Visit Amazon's Kim Karr Page,Torn (The Connections Series),"<b>Praise for <i>Connected</i></b><br /><br />I was pulled in from the first word and felt every emotionAn incredibly emotional, romantic, sexy, and addictive read.Samantha Young, <i>New York Times </i>bestselling author of <i>Down London Road</i><br /><br />Emotional, unpredictable, and downright hot.K.A. Tucker, author of <i>Ten Tiny Breaths</i><br /><br />This book had all my favorite things. Sweet, all-consuming romance, smart and real characters, and just enough of every emotion to keep me unable to put the book down. This was one of those holy-smokes kind of books!Shelly Crane, <i>New York Times</i> bestselling author of<i> Significance</i><br /><br />Its been two weeks since I finished <i>Connected </i>and Dahlia and River are still in my head.Bookaholics Blog (5 stars)<br /><br />I am now in awe of Kim Karr.Shh Moms Reading<br /><br />I cant say enough about this book! I LOVED IT! You will be sighing, swooning, and smiling often but you will also be crying, yelling and you will have your jaw drop to the floor once or twice.The Book Enthusiast<br /><br />I cant wait for more of [Karrs] books!Aestas Book Blog<br /><br />Grabbed my attention and held onto it from beginning to endThe romance, the heat, the angst, the storytelling and the characters are all captivating and very well-balanced.Bookish Temptations<br /><br />A sexy, emotional and wonderfully romantic debutKim Karr has a fantastic voice which will only continue to grow and refine.Swept Away by Romance",10.59
95576,Books|Literature &amp; Fiction|Action &amp; Adventure,Visit Amazon's Jim Butcher Page,The Cinder Spires: the Aeronaut's Windlass,"So Jim Butcher is writing futuristic dystopian steampunk? You had me at Jim Butcher, actually. But the rest is cool too....Great action scenes, a fascinating world, and characters of a sort I've never seen before. Yup. This is everything Ive come to expect from Jim Butcher, but in a delightful new flavor.#1 <i>New York Times</i> bestselling author Patrick Rothfuss<br /> <br /> Wow. Just wow. Beware fellow readers, herein lies adventure that will keep you from food or restIt is as if Jules Verne, H. Rider Haggard, Patrick OBrien and...well, Jim Butcher all got together and wrote a book. Steampunk done very, very right. Butcher proves yet again that he is an amazing storyteller.#1 <i>New York Times </i>bestselling author Patricia Briggs<br /> <br /> This is Jim Butcher at his best, drawing a fully realized, richly detailed, and downright fun literary world where fearless aeronauts ride the aether, brilliant wizards struggle with doorknobs, and a thirty-pound feline warrior keeps a pet human named Little Mouse. Its steampunk meets magic with a dose of sci-fi for seasoning. Buy it and read it. Youll be glad you did.<i>New York Times</i> bestselling author David Weber<br /> <br /> Butcher opens the imaginative Cinder Spires series with this sweeping fantastical epic...[It's] a fascinating, adventurous, and intricate story. Butcher brings a fresh and exciting perspective to secondary-world steampunk, giving the reader a thrilling ride.<i>Publishers Weekly</i> (starred review)<br /> <br /> Butcher, the bestselling author of the Dresden Files, now launches the Cinder Spires, a new epic fantasy, steampunk hybrid series that has shades of both Naomi Novik and Cherie Priest...With shifting points of view, short chapters, fast-paced action, and awesome battle scenes, the large cast of characters, elaborate world building, and intricate plot are revealed quickly and realized fully. It all reminds readers of when they first fell for Harry Dresden.<i>Booklist</i> (starred review)<br /> <br /> [Butcher] blends familiar steampunk and fantasy elements (airships, wizardry, and heroes from a monarchs guard) in a fresh and wonderful way that results in a fantastic ride. This should well satisfy fans of fantasy, sf, or their stepchild steampunk.<i>Library Journal </i>(starred review)",24.74
95577,"Books|Mystery, Thriller &amp; Suspense|Thrillers &amp; Suspense",Visit Amazon's Brad Taylor Page,The Widow's Strike (A Pike Logan Thriller),"<b>Praise for <i>The Widows Strike</i></b><br /><br />Clever plotting and solid prose set this above many similar military action novels.<i>Publishers Weekly</i><br /> <br /> Don your hazmat suit, prop up your feet, and enjoy a good yarn.<i>Kirkus Reviews</i><br /> <br /> Taylor, whose background in Special Forces gives his work undeniable authenticity, delivers another exciting thriller that the covert-ops crowd will relish.<i>Booklist</i><br /><br /><b>More Praise for Brad Taylor and the Pike Logan series<br /><br /> </b>Pike ranks right up there with Jason Bourne, Jack Reacher, and Jack Bauer.John Lescroart,<i>New York Times</i>bestselling author<br /><br /> Fresh plot, great action and Taylor clearly knows what he is writing about....When it comes to tactics and hardware he is spot on.Vince Flynn, #1<i>New York Times</i>bestselling author<br /><br /> Logan is a tough, appealing hero youre sure to root for.Joseph Finder,<i>New York Times</i>bestselling author<br /><br /> [Pike Logan is a] feisty, devil-may-care hero.Steve Berry,<i>New York Times</i>bestselling author<br /><br /> Taylor has become one of the very best writers of thrillers with a military and special-ops background...Comparisons to Vince Flynn and Brad Thor are expected and not inaccurate, but Taylor is now in a class by himself.<i>Booklist</i><br /><br /> Slick, exciting action and credible complexity are the hallmarks of Taylors high-caliber thrillers.<i>Library Journal<br /><br /> </i>Few authors write about espionage, terrorism, and clandestine hit squads as well as Taylor does.<i>Houston Press<br /><br /> </i>Action packed....Those who prize authentic military action will be rewarded.<i>Publishers Weekly</i>",9.99
95611,"Books|Mystery, Thriller &amp; Suspense|Thrillers &amp; Suspense",Visit Amazon's Lisa Gardner Page,Fear Nothing: A Detective D.D. Warren Novel,"<b>Praise for</b><i><b> Fear Nothing</b></i><br /><br /> <i>Fear Nothing</i> rushes off on a dead sprint and never lets up.<i>The Providence Journal</i><br /><br /> An intelligent, sophisticated psychological thriller...Gardner continues to show us why she is on the short list of top thriller writers today.<i>Suspense Magazine </i><br /><br /> Absorbing...Gardner repeatedly ratchets up the tension.<i>Publishers Weekly</i><br /><br /> Gardner retains her place on thrillerdoms top tier. Gardner has a reserved seat on most bestseller lists, and shell be claiming her spot once again.<i>Booklist </i><br /><b><br /> More praise for #1 <i>New York Times</i> bestselling author Lisa Gardner</b><br /><br /> No one owns this corner of the genre the way Lisa Gardner does.#1<i>New York Times</i>bestselling author Lee Child<br /> <br /> Nerve-shattering suspense.#1<i>New York Times</i>bestselling author ofTami Hoag<br /> <br /> For years Lisa Gardner has been one of the best in the thriller business, but<i>Find Her</i>is something new: taut psychological suspense, an intricate mystery, emotionally devastating, ultimately empoweringa novel that should not be missed.#1 <i>New York Times</i> bestselling Harlan Coben<br /> <br /> Lisa Gardners work has the chills and thrills to excite, and the heart to draw you in.#1 <i>New York Times</i> bestselling author Sandra Brown<br /><br /> Lisa Gardner is one of my favorite authors. Her fast-paced and exciting novels twist when you expect a turn and turn when you expect a twist. I cannot recommend her more.<i>New York Times</i> bestselling author Karin Slaughter<br /><br /> Lisa Gardner is the master of the psychological thriller.Associated Press<br /> <br /> No one writes this kind of modern horror tale better than Gardner, no one.<i>The Providence Journal</i><br /> <br /> Frighteningly real.<i>People</i><br /><br /> A psychological thriller both chilling and emotional. Her narrative thrums with heart-pounding scenes and unexpected twists that have you furiously flipping pages.<i>USA Today</i>Happy Ever After<br /><br /> The line between mysteries and thrillers and so-called literary fiction has always been a thin one, but contemporary writers like Lisa Gardner make that sort of arbitrary distinction seem especially foolish.<i>Connecticut Post</i><br /> <i><br /> </i>When it comes to author Lisa Gardner, the tales she writes are always extreme gems in the literary world, and this is no exception.<i>Suspense Magazine</i><br /> <i></i><br /> From the captivating first sentence to the shocking conclusion, this is addictive reading entertainment at its finest.<i></i>Brit &amp; Co",8.49
95614,Books|Literature &amp; Fiction|Women's Fiction,Visit Amazon's Tara Sue Me Page,The Training (The Submissive Series),"For those <i>Fifty Shades</i> fans pining for a little more spice on their e-reader...the<i>Guardian</i> recommendsTara Sue Mes Submissive Trilogy,starring handsome CEO Nathaniel West, a man on the prowl for a new submissive, and the librarian Abby, who is yearning for something more.<i>Los Angeles Times</i><br /><br /> Well written and certainly entertaining.<i>Dear Author</i><br /><br /> This book is going to make you say Fifty What of What?[Me] is so talented and captivating.<i>Southern Fiction Review</i>",11.99
95618,Books|Literature & Fiction|Dramas & Plays,Visit Amazon's Samantha Young Page,Fall from India Place,"<b>PRAISE FOR THE NOVELS&#160;OF SAMANTHA YOUNG</b><br><br>&#8220;This is a really sexy book and I loved the heroine&#8217;s journey to find herself and grow strong. Highly recommend this one.&#8221;&#8212;<i>USA Today</i><br><br>&#8220;Lots of heart makes this book an absolute page-turner.&#8221;&#8212;<i>RT Book Reviews</i><br><br>&#8220;The one thing you can count on from Ms. Young is some of the best, steamy, sexual chemistry.&#8221;&#8212;<i>Fiction Vixen Book Reviews</i><br><br>&#8220;A deceptively complex, romantic contemporary romance that will have you laughing, crying, and swooning with delight.&#8221;&#8212;<i>Smexy Books Romance Reviews</i><br><br>&#8220;Smart and sexy, Young writes stories that stay with you long after you flip that last page.&#8221;&#8212;<i>Under the Covers</i><br><br>&#8220;Delivers on all fronts&#8212;charismatic characters, witty dialogue, blazing-hot sex scenes, and real-life issues make this book an easy one to devour. Samantha Young is not an author you should miss out on!&#8221;&#8212;<i>Fresh Fiction</i><br><br>&#8220;This book had some funny dialogue, some amazingly hot sex scenes, and emotional drama. Did I mention the amazing sex scenes?&#8221;&#8212;<i>Dear Author&#8230;</i><br><br>&#8220;If you want a book that will lure you in, grab you by the scruff of the neck, and never let you go until you finish reading the last page, then <i>On Dublin Street </i>is the book for you.&#8221;&#8212;<i>Totally Booked</i><br><br>&#8220;Brilliantly written with just the right amount of hotness, sexiness, and romance and everything else in between.&#8221;&#8212;<i>Once Upon a Twilight</i><br><br>&#8220;This book has it all&#8230;romance, fabulously written heat, family, friendship, heartbreak, longing, hope, and an ending that is completely satisfying.&#8221;&#8212;<i>Bookish Temptations</i><br><br>&#160;",14.09
95625,Books|Biographies & Memoirs|Leaders & Notable People,Visit Amazon's Mark Owen Page,No Easy Day: The Firsthand Account of the Mission that Killed Osama Bin Laden,"&ldquo;This harrowing, minute-by-minute account by one of the highly trained members of Navy SEAL Team Six is narrative nonfiction at its most gripping....<i>No Easy Day</i> puts you right there for every tense moment.&rdquo;&mdash;<i>Entertainment Weekly </i><br><br>&ldquo;Gripping....There is no better illustration in <i>No Easy Day</i> that SEALs are ruthless pragmatists. They think fast. They adapt to whatever faces them. They do what they have to do.&rdquo;&mdash;<i>The New York Times</i><br><br>&ldquo;[Mark Owen] has given us a brave retelling of one of the most important events in U.S. military history.&rdquo;&mdash;<i>People </i><br><br>&ldquo;Make no mistake: <i>No Easy Day</i> is an important historic document.&rdquo;&mdash;<i>Los Angeles Times<br></i><br>&ldquo;A remarkably intimate glimpse into what motivates men striving to join an elite fighting force like the SEALS&mdash;and what keeps them&#160;there.&rdquo;&mdash;Associated Press",12.02
95644,"Books|Mystery, Thriller &amp; Suspense|Mystery",Visit Amazon's Elizabeth George Page,Just One Evil Act: A Lynley Novel,,14.45
95647,Books|Literature &amp; Fiction|Genre Fiction,Visit Amazon's Victoria Laurie Page,A Ghoul's Guide to Love and Murder (Ghost Hunter Mystery),"<b>Praise for the <i>New York Times </i>Bestselling Ghost Hunter Mysteries</b><br /> <b></b><br /> Quickly paced and cleverly constructed mystery...[M.J. is] endearingly goofy, insanely brave, and loyal to a fault, she injects both humor and heart into a story.Smitten by Books<br /> <br /> A fearsome, thrilling tale...this terrific read hits on all cylinders. <i>Suspense Magazine</i><br /> <br /> Delightful...Laurie nicely balances goofiness and terror. <i>Publishers Weekly</i><br /> <i></i><br /> Induces chills while never losing its sense of humor or fun. Kings River Life Magazine",7.87
95664,"Books|Mystery, Thriller &amp; Suspense|Mystery",Visit Amazon's Laura DiSilverio Page,The Readaholics and the Falcon Fiasco (A Book Club Mystery),"<b>Praise for SWIFT JUSTICE</b><br />[A] winning debut.DiSilverio shifts seamlessly between breezy banter and the weightier tone the investigation takes once murder enters the equation. Just as importantly, she creates an engaging community of characters readers will want to revisit.<i>Publishers Weekly</i><br /><br />[M]ay appeal to fans of Janet Evanovichs Stephanie Plum and Lula. DiSilverio deftly mixes light, zany humor with the darkness of the crimes. Readers will leave this one impatient for the next book in the series.Starred <i>Booklist</i> Review<br /><br /><i>Swift Justice</i>is a delightfully sure-footed mixture of light and dark, and it signals the debut of what promises to be a wonderful series.""--Margaret Maron, Edgar Award-winning author of<i>Sand Sharks</i><br /><br />""Laura DiSilverio is a tremendous new talent, and her Charlie Swift is a feisty heroine you'll root for from the very first page. This is a magnificent mystery, and I can't wait to find out what Charlie and Gigi get up to next.""--Cornelia Read, author of<i>Invisible Boy</i><br /><br />""<i>Swift Justice</i>has rapidly become my favorite new P.I. puzzler. Its smart and sassy with tons of humor and a whole lot of heart. With unforgettably fresh characters, its a real high-speed read!""--Chris Grabenstein, Anthony and Agatha Award-winning author of<i>Mind Scrambler</i><br /><br /><b>Praise for SWIFT EDGE</b><br />""DiSilverio has a bit of Sue Graftons tone about her, with a dash of Janet Evanovich thrown in..Expect to laugh...with this enjoyable read.""--<i>Library Journal</i><br /><br /><b>Praise for DIE BUYING</b><br />One hell of a great novel! This novel will crack you up with DiSilverios humor and razors-edge wit.<i>Suspense Magazine</i><br /><br />Charming, fun, and refreshing.<i>Seattle Post-Intelligencer</i><br /><br />Laura DiSilverio hits it out of the parkReaders will be enchanted.<i>New York Times </i>Bestselling Author Carolyn Hart<br /><br />Witty and fresh.National Bestselling Author Sally Goldenbaum<br /><br /><b>Praise for Laura DiSilverioand her mysteries</b><br /><br />[A] wonderful series.""--Margaret Maron, Edgar Award-winning author of<i>Sand Sharks</i>Tons of humor and a whole lot of heart. ""--Chris Grabenstein, Anthony and Agatha Award-winning author of<i>Mind Scrambler</i><br /><br />DiSilverio has a bit of Sue Graftons tone about her with a dash of Janet Evanovich thrown inExpect to laugh.<i>Library Journal</i><br />This novel will crack you up with DiSilverios humor and razors-edge wit.<i>Suspense Magazine</i><br /><br />Charming, fun, and refreshing.<i>Seattle Post-Intelligencer</i>",7.99
95729,Books|Literature &amp; Fiction|Dramas &amp; Plays,Visit Amazon's A. L. Jackson Page,Come to Me Recklessly (Closer to You),,15.0
97500,Books|Science &amp; Math|Mathematics,Visit Amazon's Edward Frenkel Page,Love and Math: The Heart of Hidden Reality,"U.C. Berkley mathematician Frenkel reveals the joy of pure intellectual discovery in this autobiographical story of determination, passion, and the Langlands programa sort of Grand Unified Field Theory of mathematics. As a teenager Frenkel was converted from math hater to eager theorist by a mathematical friend of the family, enough to pursue it despite his struggles against an unapologetically anti-Semitic Soviet educational system. Frenkel writes casually of climbing over the fence to sit in on advanced classes at Moscow State University, a top school that didn&amp;'t accept Jews. With the help of mentors, he worked hard and eventually found his way to Harvard and the freedom to focus on his research. Frenkel balances autobiographical narrative with enthusiastic discussions of his own work on the Langlands program, a web of algebraic conjectures named after a Canadian mathematician that is noted for its usefulness in organizing seemingly chaotic data into regular patterns full of symmetry and harmony, and its applications to quantum theory. While the math can be heavy going, Frenkel&amp;'s gusto will draw readers into his own quest, pursuing the deepest realities of mathematics as if it were a giant jigsaw puzzle, in which no one knows what the final image is going to look like. B&amp;w illus. (Oct.)",12.94
95779,"Books|Mystery, Thriller & Suspense|Mystery",Visit Amazon's Kate Collins Page,Moss Hysteria (Flower Shop Mystery),"<b>Praise for the Flower Shop Mysteries</b><br> <b>&#160;</b><br> &ldquo;One of my favorite mystery series.&rdquo;&mdash;Kate Carlisle, <i>New York Times</i> bestselling author of the Bibliophile and Fixer-Upper Mysteries<br> &#160;<br> &ldquo;Engaging characters and witty dialogue.&rdquo;&mdash;Fresh Fiction<br> &#160;<br> &ldquo;Kate Collins&rsquo;s Flower Shop Mysteries are always an auto-buy for me!&rdquo;&mdash;Julie Hyzy, <i>New York Times</i> bestselling author of the White House Chef Mysteries<br> &#160;<br> &ldquo;Kate Collins delivers an entertaining, amusing, and deliciously suspenseful mystery.&rdquo;&mdash;Cleo Coyle, <i>New York Times </i>bestselling author of the Coffeehouse Mysteries",7.83
95787,Books|Literature & Fiction|Women's Fiction,Visit Amazon's Lorelei James Page,Hang Tough (Blacktop Cowboys Novel),"<b>Praise for <i>New York Times </i>Bestselling Author Lorelei James</b><br> <b>&#160;</b><br> &ldquo;No one writes contemporary erotic romance better than Lorelei James.&rdquo;&mdash;<i>New York Times </i>Bestselling Author Maya Banks<br> &#160;<br> &ldquo;Lorelei James knows how to write one hot, sexy cowboy.&rdquo;&mdash;<i>New York Times</i> Bestselling Author Jaci Burton<br> &#160;<br> &ldquo;While James is known for erotic interludes, she never forgets to bolster the story with plenty of emotional power.&rdquo;&mdash;<i>Publishers Weekly</i><br> <i>&#160;</i>",10.18
95810,Books|Literature &amp; Fiction|Genre Fiction,Visit Amazon's Anne Bishop Page,Marked In Flesh (A Novel of the Others),"<b>Praise for <i>Marked in Flesh</i><br /><br /></b>Without doubt this is one of the best UF series on the market, and in this newest chapter, the peril and terror factors are completely off the charts! Bishop is one hell of a storyteller!<i>RT Book Reviews</i><b><br /><br /></b>I just can't rave enough about Anne Bishop's dark and disturbingly beautiful world. If you read just one dark fantasy series, make it<i>The Others</i>.Fresh Fiction<br /> <br />Scary and charming.<i>Locus</i><br /><br /><b>More Praise for Anne Bishop and the Novels of the Others</b><br /><br />Anne Bishop is so good at writing character development....I love this series and I NEED MORE!USAToday.com<br /><br />A stunningly original yarn, deeply imagined, beautifully articulated, and set forth in clean, limpid, sensual prose.<i>Kirkus Reviews</i><br /><br />The Queen of Fantasy...Teeming with intrigue, suspense, heartbreak, and hints of romance, Bishops literary skills continue to astound and enchant.Heroes and Heartbreakers",8.09
95819,Books|Literature &amp; Fiction|Action &amp; Adventure,Visit Amazon's Elle Kennedy Page,Claimed (The Outlaws Series),"Strap inthese outlaws are the sexiest, baddest, hottest men around.<i>New York Times</i> bestselling author Lorelei James<b><b><br /><br /><br /><b>Praise for Elle Kennedy</b></b></b><br /> <br /> An adrenaline filled, exhilarating ride.Fresh Fiction<br /> <br /> Fans will be eager to see what Ms. Kennedy has in store for her mercenaries.Shannon K. Butcher, author of<i>Edge of Betrayal</i><br /> <br /> Takes readers on a terrific emotional rollercoaster ride full of relentless action, heated sexual tension, and nail-biting plot twists.... breathless passion will leave the reader begging for more.<i>Publishers Weekly</i>",7.22
95824,"Books|Mystery, Thriller &amp; Suspense|Mystery",Visit Amazon's Amanda Lee Page,Better Off Thread (Embroidery Mystery),"<b>Praise for the Embroidery Mysteries</b><br /> <b></b><br /> Readers will enjoy spending time with the friendly folks of Tallulah Falls.<i>Publishers Weekly</i><br /> <br /> Lee is clearly a story wizard.Blogcritics<br /> <br /> A great series with enough suspense and smart sleuthing to hook readers every time.<i>RT Book Reviews </i><br /> <br /> A fast-paced, intriguing who-done-it.Fresh Fiction<br /> <br /> Lee has mastered the art of crafting very likable characters who are eccentric, lovable, and definitely people readers will enjoy.Kings River Life Magazine",7.19
95846,"Books|Mystery, Thriller &amp; Suspense|Mystery",Visit Amazon's Eva Gates Page,By Book or By Crook (A Lighthouse Library Mystery),"<i>By Book or By Crook</i> is a smart whodunit. Assistant librarian Lucy, is a likeable heroine among an engaging cast of supporting characters.Sofie Kelly, <i>New York Times</i> bestselling author of the Magical Cats mysteries<br /><br />A library in a lighthouse? And a cat? Sign me up! A fun read for all cozy fans.Laurie Cass, national bestselling author of the Bookmobile Cat mysteries<br /><br />This is a first-rate cozy mystery featuring a spunky librarian, a captivating book collection, an intriguing lighthouse, and plenty of twists and turns to keep you reading until dawn.Daryl Wood Gerber, national bestselling author of the Cookbook Nook mysteries",7.54
95868,"Books|Mystery, Thriller &amp; Suspense|Mystery",Visit Amazon's Elaine Viets Page,The Art of Murder (Dead-End Job Mystery),"<b>Praise for the Dead-End Job Mysteries by Elaine Viets, Winner of the Anthony Award and the Agatha Award</b><br /> <b></b><br /> A stubborn and intelligent heroine . . . a wonderful South Florida setting.Charlaine Harris, #1 <i>New York Times</i> Bestselling Author of the Sookie Stackhouse Novels<br /> <br /> Clever. . . . The real draw, though, is Vietss snappy critique of South Florida.Marilyn Stasio, <i>The New York Times Book Review</i><br /> <i></i><br /> Energetic. . . . Viets delivers a highly entertaining mystery.<i>South Florida Sun-Sentinel</i><br /> <i></i><br /> Viets offers a smooth blend of humor and homicide.<i>Publishers Weekly</i><br /> <br /> Wickedly funny. <i>Miami Herald</i>",7.35
95869,Books|Science Fiction &amp; Fantasy|Science Fiction,Visit Amazon's Elle Kennedy Page,Addicted (The Outlaws Series),"<b>Praise for <i>Addicted</i><br /></b>""Kennedy's second Outlaws erotic dystopian tale is a tightly plotted, sizzling, enjoyable roller coaster ride with a pleasurable finish.""<i>Publishers Weekly</i><b><br /><br />Praise for the novels of Elle Kennedy</b><br /> <b></b><br /> In the Outlaws series, Elle Kennedy proves she is an amazingly diverse writer. The kickass characters in this unique world live on the edge; hard and fast without regrets. Strap in, these outlaws are the sexiest, baddest, hottest men around and I loved every dirty, dangerous moment I spent with them!<i>New York Times</i> bestselling author Lorelei James<br /> <br /> Off-the-charts erotic!Romance Junkies<br /> <br /> An adrenaline filled, exhilarating ride.Fresh Fiction<br /> <br /> Full of relentless action, heated sexual tension, and nail-biting plot twists.<i>Publishers Weekly</i>",7.99
